000000	000096	000010
4.000000e-03	9.830000e+01	9.214120e+00
8.000000e-03	9.840000e+01	5.966574e+00
1.200000e-02	8.930000e+01	6.667500e+00
1.600000e-02	9.150000e+01	8.759122e+00
2.000000e-02	8.330000e+01	1.108603e+01
2.400000e-02	8.250000e+01	8.289887e+00
2.800000e-02	8.180000e+01	6.663332e+00
3.200000e-02	7.370000e+01	6.532823e+00
3.600000e-02	7.720000e+01	5.452828e+00
4.000000e-02	7.230000e+01	3.653005e+00
4.400000e-02	7.030000e+01	6.498718e+00
4.800000e-02	7.180000e+01	7.539525e+00
5.200000e-02	6.410000e+01	6.983313e+00
5.600000e-02	6.360000e+01	6.979335e+00
6.000000e-02	5.930000e+01	8.083591e+00
6.400000e-02	5.610000e+01	9.814389e+00
6.800000e-02	5.840000e+01	4.765618e+00
7.200000e-02	5.250000e+01	4.790036e+00
7.600000e-02	5.070000e+01	6.617317e+00
8.000000e-02	4.930000e+01	4.877385e+00
8.400000e-02	5.060000e+01	6.449806e+00
8.800000e-02	4.560000e+01	7.545418e+00
9.200000e-02	4.870000e+01	5.755191e+00
9.600000e-02	4.270000e+01	6.650814e+00
1.000000e-01	4.190000e+01	6.081849e+00
