000000	6.490000e+01	4.998889e+00
5.000000e-02	7.820000e+01	1.205358e+01
1.000000e-01	8.540000e+01	9.311880e+00
1.500000e-01	1.056000e+02	1.224926e+01
2.000000e-01	1.057000e+02	9.626930e+00
2.500000e-01	1.053000e+02	1.134362e+01
3.000000e-01	1.146000e+02	1.040513e+01
3.500000e-01	1.198000e+02	1.135097e+01
4.000000e-01	1.152000e+02	7.828722e+00
4.500000e-01	000121	9.797959e+00
5.000000e-01	1.191000e+02	1.347797e+01
5.500000e-01	1.224000e+02	1.054303e+01
6.000000e-01	1.181000e+02	7.964505e+00
6.500000e-01	1.287000e+02	8.932463e+00
7.000000e-01	1.244000e+02	9.167576e+00
7.500000e-01	1.255000e+02	8.343327e+00
8.000000e-01	1.228000e+02	1.042220e+01
8.500000e-01	1.278000e+02	8.651268e+00
9.000000e-01	1.265000e+02	1.014615e+01
9.500000e-01	1.256000e+02	1.018932e+01
000001	1.292000e+02	1.085050e+01
