000000	000000	000000
5.000000e-02	6.830000e+01	8.680118e+00
1.000000e-01	6.960000e+01	7.574812e+00
1.500000e-01	7.620000e+01	8.243516e+00
2.000000e-01	7.460000e+01	7.574812e+00
2.500000e-01	8.350000e+01	7.663043e+00
3.000000e-01	8.130000e+01	8.233401e+00
3.500000e-01	9.080000e+01	5.996295e+00
4.000000e-01	9.020000e+01	8.363944e+00
4.500000e-01	8.780000e+01	5.769652e+00
5.000000e-01	9.360000e+01	8.030497e+00
5.500000e-01	1.031000e+02	1.067135e+01
6.000000e-01	9.890000e+01	8.491172e+00
6.500000e-01	9.630000e+01	7.916930e+00
7.000000e-01	1.008000e+02	7.857056e+00
7.500000e-01	1.003000e+02	1.166238e+01
8.000000e-01	000098	5.477226e+00
8.500000e-01	1.005000e+02	7.184087e+00
9.000000e-01	1.004000e+02	5.440588e+00
9.500000e-01	1.052000e+02	1.144844e+01
000001	1.023000e+02	7.071853e+00
