000000	6.650000e+01	4.453463e+00
5.000000e-02	6.660000e+01	8.527081e+00
1.000000e-01	6.880000e+01	7.114930e+00
1.500000e-01	6.940000e+01	8.996296e+00
2.000000e-01	6.650000e+01	6.948221e+00
2.500000e-01	7.750000e+01	7.261007e+00
3.000000e-01	6.790000e+01	7.171704e+00
3.500000e-01	7.180000e+01	9.366607e+00
4.000000e-01	7.580000e+01	6.762642e+00
4.500000e-01	7.040000e+01	7.381659e+00
5.000000e-01	6.980000e+01	9.635582e+00
5.500000e-01	7.290000e+01	9.085397e+00
6.000000e-01	7.330000e+01	9.440457e+00
6.500000e-01	7.310000e+01	9.926955e+00
7.000000e-01	7.970000e+01	7.513691e+00
7.500000e-01	7.280000e+01	9.589346e+00
8.000000e-01	7.490000e+01	6.505553e+00
8.500000e-01	7.520000e+01	6.696599e+00
9.000000e-01	7.490000e+01	6.607235e+00
9.500000e-01	7.670000e+01	6.447222e+00
000001	7.760000e+01	7.306010e+00
